business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,address2
85816,Hot Zushi,531 Haight St,San Francisco,CA,94117,NA,NA,,NA,85816_20151207,12/7/2015 0:00,NA,New Ownership,,,,"531 Haight St, San Francisco, CA"
82578,Trestle,531 Jackson St,San Francisco,CA,94133,NA,NA,,NA,82578_20150424,4/24/2015 0:00,100,Routine - Unscheduled,,,,"531 Jackson St, San Francisco, CA"
92906,Bar Sorelle,532 Columbus Ave,San Francisco,CA,94133,NA,NA,,14155619890,92906_20180126,1/26/2018 0:00,NA,New Ownership,,,,"532 Columbus Ave, San Francisco, CA"
85397,Massawa Restaurant,532 Green St,San Francisco,CA,94133,NA,NA,,14155624129,85397_20160926,9/26/2016 0:00,91,Routine - Unscheduled,85397_20160926_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"532 Green St, San Francisco, CA"
92149,Souvla Catering,532 Jessie St.,San Francisco,CA,94103,NA,NA,,NA,92149_20170726,7/26/2017 0:00,NA,New Ownership,,,,"532 Jessie St., San Francisco, CA"
69665,Shalimar Restaurant,532 Jones St,San Francisco,CA,94102,NA,NA,,NA,69665_20160629,6/29/2016 0:00,NA,Complaint,,,,"532 Jones St, San Francisco, CA"
80253,Raavi,533 Jackson St,San Francisco,CA,94133,NA,NA,,NA,80253_20160108,1/8/2016 0:00,100,Routine - Unscheduled,,,,"533 Jackson St, San Francisco, CA"
89328,Halal Wings Plus,533 Jones St,San Francisco,CA,94102,NA,NA,,NA,89328_20161215,12/15/2016 0:00,NA,Reinspection/Followup,,,,"533 Jones St, San Francisco, CA"
84615,Super Pan,5344 Geary Blvd,San Francisco,CA,94121,NA,NA,,NA,84615_20160628,6/28/2016 0:00,86,Routine - Unscheduled,84615_20160628_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"5344 Geary Blvd, San Francisco, CA"
76883,Socola Chocolatier LLC,535 Folsom St,San Francisco,CA,94105,NA,NA,,NA,76883_20150609,6/9/2015 0:00,94,Routine - Unscheduled,76883_20150609_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,"535 Folsom St, San Francisco, CA"
77951,Hahn's Hibachi #6,535 Irving St,San Francisco,CA,94122,NA,NA,,NA,77951_20180226,2/26/2018 0:00,91,Routine - Unscheduled,77951_20180226_103103,High risk food holding temperature,High Risk,"535 Irving St, San Francisco, CA"
78579,Loving Cup,535 Octavia St,San Francisco,CA,94102,NA,NA,,NA,78579_20160914,9/14/2016 0:00,96,Routine - Unscheduled,78579_20160914_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"535 Octavia St, San Francisco, CA"
83394,Golden Gate University Bookstore,536 Mission St,San Francisco,CA,94105,NA,NA,,NA,83394_20150709,7/9/2015 0:00,NA,New Construction,,,,"536 Mission St, San Francisco, CA"
82395,Artis Coffee,537 Octavia St,San Francisco,CA,94102,NA,NA,,NA,82395_20150930,9/30/2015 0:00,94,Routine - Unscheduled,82395_20150930_103120,Moderate risk food holding temperature,Moderate Risk,"537 Octavia St, San Francisco, CA"
88505,McDonald's,5411 3rd St,San Francisco,CA,94124,NA,NA,,NA,88505_20161004,10/4/2016 0:00,100,Routine - Unscheduled,,,,"5411 3rd St, San Francisco, CA"
90256,Swamp Restaurant,5423 Geary Blvd,San Francisco,CA,94121,NA,NA,,14155872828,90256_20170105,1/5/2017 0:00,NA,New Ownership,90256_20170105_103120,Moderate risk food holding temperature,Moderate Risk,"5423 Geary Blvd, San Francisco, CA"
85185,Mr. & Mrs. Tea House LLC,544 Clement St,San Francisco,CA,94118,NA,NA,,NA,85185_20160614,6/14/2016 0:00,87,Routine - Unscheduled,,,,"544 Clement St, San Francisco, CA"
94305,Rosamunde Sausage Grill,545 Haight St,San Francisco,CA,94117,NA,NA,,NA,94305_20180322,3/22/2018 0:00,NA,New Ownership - Followup,,,,"545 Haight St, San Francisco, CA"
88718,Rambler,545 Post St,San Francisco,CA,94102,NA,NA,,NA,88718_20161214,12/14/2016 0:00,100,Routine - Unscheduled,,,,"545 Post St, San Francisco, CA"
86238,Onigilly,545 Sansome St,San Francisco,CA,94111,NA,NA,,NA,86238_20160216,2/16/2016 0:00,100,Routine - Unscheduled,,,,"545 Sansome St, San Francisco, CA"
75944,Alex Gourmet Burrito,545 Sansome St 207B,San Francisco,CA,94111,NA,NA,,NA,75944_20151123,11/23/2015 0:00,100,Routine - Unscheduled,,,,"545 Sansome St 207B, San Francisco, CA"
74027,Hotel Zetta (2nd Floor Catering Pantry),55 05th St,San Francisco,CA,94103,NA,NA,,NA,74027_20180301,3/1/2018 0:00,100,Routine - Unscheduled,,,,"55 05th St, San Francisco, CA"
90874,Ladle & Leaf,55 2nd St.,San Francisco,CA,94105,NA,NA,,NA,90874_20171117,11/17/2017 0:00,82,Routine - Unscheduled,90874_20171117_103107,Improper reheating of food,High Risk,"55 2nd St., San Francisco, CA"
86261,Taqueria Dos Charros,55 Cambon Dr,San Francisco,CA,94132,NA,NA,,14155336075,86261_20160325,3/25/2016 0:00,NA,Reinspection/Followup,,,,"55 Cambon Dr, San Francisco, CA"
5869,VISITACION VALLEY ELEMENTARY SCHOOL,55 SCHWERIN St,San Francisco,CA,94134,NA,NA,,14155464796,5869_20160920,9/20/2016 0:00,96,Routine - Unscheduled,5869_20160920_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"55 SCHWERIN St, San Francisco, CA"
75113,Louie's,55 Stevenson St,San Francisco,CA,94105,NA,NA,,NA,75113_20160901,9/1/2016 0:00,94,Routine - Unscheduled,75113_20160901_103120,Moderate risk food holding temperature,Moderate Risk,"55 Stevenson St, San Francisco, CA"
80620,Cafe 55,55 Stockton St,San Francisco,CA,,NA,NA,,14155977688,80620_20151215,12/15/2015 0:00,100,Routine - Unscheduled,,,,"55 Stockton St, San Francisco, CA"
77058,Human Video Game LLC,550 15th St Unit 1,San Francisco,CA,94103,NA,NA,,NA,77058_20170809,8/9/2017 0:00,92,Routine - Unscheduled,77058_20170809_103161,Low risk vermin infestation,Low Risk,"550 15th St Unit 1, San Francisco, CA"
90332,SF Kebab,"550 16th St, Rm.1600",San Francisco,CA,94158,NA,NA,,NA,90332_20170517,5/17/2017 0:00,NA,New Construction,,,,"550 16th St, Rm.1600, San Francisco, CA"
91852,Tartine Commissary,550 Alabama St.,San Francisco,CA,94110,NA,NA,,NA,91852_20170926,9/26/2017 0:00,NA,New Ownership - Followup,,,,"550 Alabama St., San Francisco, CA"
71530,Bi-Rite Divisadero,550 DIVISADERO St,San Francisco,CA,94117,NA,NA,,NA,71530_20180409,4/9/2018 0:00,93,Routine - Unscheduled,71530_20180409_103109,Unclean or unsanitary food contact surfaces,High Risk,"550 DIVISADERO St, San Francisco, CA"
69590,Hotel Adagio,550 Geary St,San Francisco,CA,94102,NA,NA,,14155775000,69590_20160506,5/6/2016 0:00,89,Routine - Unscheduled,69590_20160506_103132,Improper thawing methods,Moderate Risk,"550 Geary St, San Francisco, CA"
76914,Wingtip,550 Montgomery St 10th Floor,San Francisco,CA,94111,NA,NA,,NA,76914_20161209,12/9/2016 0:00,86,Routine - Unscheduled,76914_20161209_103136,Unsanitary employee garments hair or nails,Low Risk,"550 Montgomery St 10th Floor, San Francisco, CA"
72002,Japonica,5501 California St,San Francisco,CA,94121,NA,NA,,14155414202,72002_20160525,5/25/2016 0:00,94,Routine - Unscheduled,72002_20160525_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"5501 California St, San Francisco, CA"
85987,Tselogs,552 Jones St,San Francisco,CA,94102,NA,NA,,NA,85987_20160107,1/7/2016 0:00,NA,New Ownership,,,,"552 Jones St, San Francisco, CA"
90846,Namu Stonepot,553 Divisadero St,San Francisco,CA,94117,NA,NA,,14155436268,90846_20170419,4/19/2017 0:00,NA,New Construction,,,,"553 Divisadero St, San Francisco, CA"
86071,The Castro Fountain,554 Castro St,San Francisco,CA,94114,NA,NA,,NA,86071_20171101,11/1/2017 0:00,100,Routine - Unscheduled,,,,"554 Castro St, San Francisco, CA"
91103,Sababa,554 Commercial Ave,San Francisco,CA,94111,NA,NA,,NA,91103_20170612,6/12/2017 0:00,NA,New Ownership,,,,"554 Commercial Ave, San Francisco, CA"
83746,The Lord George,555 02nd St,San Francisco,CA,94107,NA,NA,,NA,83746_20150825,8/25/2015 0:00,NA,New Ownership,,,,"555 02nd St, San Francisco, CA"
76353,Pizza Zone,555 Beach St,San Francisco,CA,94133,NA,NA,,NA,76353_20180307,3/7/2018 0:00,98,Routine - Unscheduled,76353_20180307_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"555 Beach St, San Francisco, CA"
76142,Bon Appetit Management Co.,555 California St 51st Floor,San Francisco,CA,94104,NA,NA,,NA,76142_20160824,8/24/2016 0:00,94,Routine - Unscheduled,76142_20160824_103143,Inadequate warewashing facilities or equipment,Low Risk,"555 California St 51st Floor, San Francisco, CA"
78965,Dragoneats,555 Folsom St,San Francisco,CA,94105,NA,NA,,NA,78965_20170626,6/26/2017 0:00,81,Routine - Unscheduled,78965_20170626_103154,Unclean or degraded floors walls or ceilings,Low Risk,"555 Folsom St, San Francisco, CA"
91077,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St Floors 12, 13, 14",San Francisco,CA,94105,NA,NA,,NA,91077_20171220,12/20/2017 0:00,100,Routine - Unscheduled,,,,"555 Market St Floors 12, 13, 14, San Francisco, CA"
91076,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St Floors 9, 10, 11",San Francisco,CA,94105,NA,NA,,NA,91076_20171220,12/20/2017 0:00,100,Routine - Unscheduled,,,,"555 Market St Floors 9, 10, 11, San Francisco, CA"
91078,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 15, 16, 17",San Francisco,CA,94105,NA,NA,,NA,91078_20171220,12/20/2017 0:00,100,Routine - Unscheduled,,,,"555 Market St, Floors 15, 16, 17, San Francisco, CA"
91073,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 19, 20, 21",San Francisco,CA,94105,NA,NA,,NA,91073_20171220,12/20/2017 0:00,100,Routine - Unscheduled,,,,"555 Market St, Floors 19, 20, 21, San Francisco, CA"
91074,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 2, 4, 5",San Francisco,CA,94105,NA,NA,,NA,91074_20171221,12/21/2017 0:00,NA,Non-inspection site visit,,,,"555 Market St, Floors 2, 4, 5, San Francisco, CA"
91075,"BlueStar Refreshment Services @ Uber Technologies, Inc","555 Market St, Floors 6, 7, 8",San Francisco,CA,94105,NA,NA,,NA,91075_20171220,12/20/2017 0:00,100,Routine - Unscheduled,,,,"555 Market St, Floors 6, 7, 8, San Francisco, CA"
77045,Parkside Farmers Market Inc,555 Taraval St,San Francisco,CA,94116,NA,NA,,14155685563,77045_20161130,11/30/2016 0:00,92,Routine - Unscheduled,77045_20161130_103154,Unclean or degraded floors walls or ceilings,Low Risk,"555 Taraval St, San Francisco, CA"
75302,The Melt,557 Howard St,San Francisco,CA,94105,NA,NA,,NA,75302_20161213,12/13/2016 0:00,91,Routine - Unscheduled,75302_20161213_103107,Improper reheating of food,High Risk,"557 Howard St, San Francisco, CA"
82083,"Bistro Central Parc, Inc",560 Central Ave,San Francisco,CA,94117,NA,NA,,14155937272,82083_20150414,4/14/2015 0:00,NA,New Ownership,,,,"560 Central Ave, San Francisco, CA"
82095,Split Bread,560 Mission St Ste.#150,San Francisco,CA,94105,NA,NA,,NA,82095_20150604,6/4/2015 0:00,NA,New Ownership,,,,"560 Mission St Ste.#150, San Francisco, CA"
80767,Mainland Market Co.,5601 Geary Blvd,San Francisco,CA,94121,NA,NA,,14155257919,80767_20180223,2/23/2018 0:00,85,Routine - Unscheduled,80767_20180223_103162,Other low risk violation,Low Risk,"5601 Geary Blvd, San Francisco, CA"
83773,Bar Nua,561 Columbus Ave,San Francisco,CA,94133,NA,NA,,NA,83773_20170104,1/4/2017 0:00,86,Routine - Unscheduled,83773_20170104_103129,Insufficient hot water or running water,Moderate Risk,"561 Columbus Ave, San Francisco, CA"
94126,Stonemill Matcha,561 Valencia St,San Francisco,CA,94110,NA,NA,,NA,94126_20180309,3/9/2018 0:00,NA,New Construction,,,,"561 Valencia St, San Francisco, CA"
78405,Cockscomb Restaurant,564 04th St,San Francisco,CA,94107,NA,NA,,14155970700,78405_20150709,7/9/2015 0:00,NA,Complaint,,,,"564 04th St, San Francisco, CA"
73949,Castro Tarts Cafe and Bakery Inc.,564 Castro St,San Francisco,CA,94114,NA,NA,,14155863268,73949_20151209,12/9/2015 0:00,80,Routine - Unscheduled,73949_20151209_103145,Improper storage of equipment utensils or linens,Low Risk,"564 Castro St, San Francisco, CA"
92917,New World Market,5641 geary Blvd,San Francisco,CA,94121,NA,NA,,NA,92917_20171004,10/4/2017 0:00,100,Routine - Unscheduled,,,,"5641 geary Blvd, San Francisco, CA"
81705,Belle Cora,565 Green St,San Francisco,CA,94133,NA,NA,,NA,81705_20150720,7/20/2015 0:00,NA,New Ownership,,,,"565 Green St, San Francisco, CA"
79750,Simply Delish LLC,5668 03rd St,San Francisco,CA,94124,NA,NA,,NA,79750_20151023,10/23/2015 0:00,94,Routine - Unscheduled,79750_20151023_103133,Foods not protected from contamination,Moderate Risk,"5668 03rd St, San Francisco, CA"
89765,Simply Delish,5698 3rd St,San Francisco,CA,94124,NA,NA,,NA,89765_20170217,2/17/2017 0:00,NA,New Ownership,,,,"5698 3rd St, San Francisco, CA"
84899,Paramo Coffee,57 09th St,San Francisco,CA,94103,NA,NA,,NA,84899_20161212,12/12/2016 0:00,92,Routine - Unscheduled,84899_20161212_103120,Moderate risk food holding temperature,Moderate Risk,"57 09th St, San Francisco, CA"
86652,Yan's Kitchen,57 Columbus Ave,San Francisco,CA,94111,NA,NA,,NA,86652_20160527,5/27/2016 0:00,NA,Reinspection/Followup,,,,"57 Columbus Ave, San Francisco, CA"
94133,Pampa BBQ,57 Horne St,San Francisco,CA,94124,NA,NA,,NA,94133_20171227,12/27/2017 0:00,NA,New Ownership,,,,"57 Horne St, San Francisco, CA"
91525,Swirl on Castro,572 Castro St,San Francisco,CA,94114,NA,NA,,NA,91525_20180321,3/21/2018 0:00,100,Routine - Unscheduled,,,,"572 Castro St, San Francisco, CA"
89115,Eden Silk Road Cuisine,572 O'Farrell St,San Francisco,CA,94102,NA,NA,,NA,89115_20171017,10/17/2017 0:00,NA,Non-inspection site visit,,,,"572 O'Farrell St, San Francisco, CA"
88091,Caffe Sport,574 Green St,San Francisco,CA,94133,NA,NA,,NA,88091_20161004,10/4/2016 0:00,NA,New Ownership,,,,"574 Green St, San Francisco, CA"
79334,Southside Spirit House,575 Howard St,San Francisco,CA,94105,NA,NA,,NA,79334_20150730,7/30/2015 0:00,NA,Reinspection/Followup,,,,"575 Howard St, San Francisco, CA"
80142,Roy's #2501,575 Mission St,San Francisco,CA,94105,NA,NA,,NA,80142_20170621,6/21/2017 0:00,100,Routine - Unscheduled,,,,"575 Mission St, San Francisco, CA"
86002,On Time Cafe,577 Geary St,San Francisco,CA,94102,NA,NA,,NA,86002_20161122,11/22/2016 0:00,82,Routine - Unscheduled,86002_20161122_103154,Unclean or degraded floors walls or ceilings,Low Risk,"577 Geary St, San Francisco, CA"
71081,Chrome Coffee Bar,580 04th St,San Francisco,CA,94107,NA,NA,,14155267581,71081_20150924,9/24/2015 0:00,98,Routine - Unscheduled,71081_20150924_103157,Food safety certificate or food handler card not available,Low Risk,"580 04th St, San Francisco, CA"
91817,Starbucks #49304,580 California St Suite 150,San Francisco,CA,94104,NA,NA,,NA,91817_20170707,7/7/2017 0:00,NA,New Ownership,,,,"580 California St Suite 150, San Francisco, CA"
93913,Hodala Restaurant,5801 Geary Blvd,San Francisco,CA,94121,NA,NA,,NA,93913_20180222,2/22/2018 0:00,92,Routine - Unscheduled,93913_20180222_103131,Moderate risk vermin infestation,Moderate Risk,"5801 Geary Blvd, San Francisco, CA"
94456,Uber-ATG (Bon Appetit),581 20th St 2nd fl,San Francisco,CA,94107,NA,NA,,NA,94456_20180406,4/6/2018 0:00,NA,New Ownership,,,,"581 20th St 2nd fl, San Francisco, CA"
80313,Saigon Sandwiches,581 Eddy St,San Francisco,CA,94109,NA,NA,,NA,80313_20160425,4/25/2016 0:00,88,Routine - Unscheduled,80313_20160425_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"581 Eddy St, San Francisco, CA"
78403,Kusakabe,584 Washington St,San Francisco,CA,94111,NA,NA,,NA,78403_20160212,2/12/2016 0:00,100,Routine - Unscheduled,,,,"584 Washington St, San Francisco, CA"
90931,Salt & Straw,586 Hayes St,San Francisco,CA,94102,NA,NA,,NA,90931_20171002,10/2/2017 0:00,NA,New Construction,,,,"586 Hayes St, San Francisco, CA"
81381,Bar 587,587 Post St,San Francisco,CA,94102,NA,NA,,NA,81381_20160311,3/11/2016 0:00,100,Routine - Unscheduled,,,,"587 Post St, San Francisco, CA"
84893,The Perennial Restaurant,59 09th St,San Francisco,CA,94103,NA,NA,,NA,84893_20160510,5/10/2016 0:00,85,Routine - Unscheduled,84893_20160510_103103,High risk food holding temperature,High Risk,"59 09th St, San Francisco, CA"
88821,Caffe Macaroni,59 Columbus Ave,San Francisco,CA,94111,NA,NA,,NA,88821_20160829,8/29/2016 0:00,NA,Reinspection/Followup,,,,"59 Columbus Ave, San Francisco, CA"
82038,Kama O Deli LLC,590 03rd St,San Francisco,CA,94107,NA,NA,,NA,82038_20150512,5/12/2015 0:00,90,Routine - Unscheduled,82038_20150512_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"590 03rd St, San Francisco, CA"
93450,Rangoon Ruby Burmese Cuisine,590 Van Ness Ave,San Francisco,CA,94102,NA,NA,,NA,93450_20171204,12/4/2017 0:00,NA,New Ownership,,,,"590 Van Ness Ave, San Francisco, CA"
73860,Ben & Jerry's,5913 03rd St,San Francisco,CA,94124,NA,NA,,NA,73860_20150923,9/23/2015 0:00,96,Routine - Unscheduled,73860_20150923_103131,Moderate risk vermin infestation,Moderate Risk,"5913 03rd St, San Francisco, CA"
90460,Mestiza Taqueria,595 Bryant St.,San Francisco,CA,94107,NA,NA,,NA,90460_20170925,9/25/2017 0:00,NA,Reinspection/Followup,,,,"595 Bryant St., San Francisco, CA"
70993,Subway Sanwich #56406,595 Buckingham Way Suit 587,San Francisco,CA,94132,NA,NA,,14155981866,70993_20180102,1/2/2018 0:00,92,Routine - Unscheduled,70993_20180102_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"595 Buckingham Way Suit 587, San Francisco, CA"
78070,Uno Dos Taco,595 Market St Suite 160,San Francisco,CA,94105,NA,NA,,NA,78070_20170117,1/17/2017 0:00,76,Routine - Unscheduled,78070_20170117_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"595 Market St Suite 160, San Francisco, CA"
89559,Seismic Coffee,598 Market St,San Francisco,CA,94104,NA,NA,,NA,89559_20170606,6/6/2017 0:00,90,Routine - Unscheduled,89559_20170606_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"598 Market St, San Francisco, CA"
89167,Monterey Pizza and Asian Zap,599 Monterey Blvd,San Francisco,CA,94127,NA,NA,,14158225595,89167_20170207,2/7/2017 0:00,NA,New Ownership,89167_20170207_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"599 Monterey Blvd, San Francisco, CA"
81707,El Tesoro Taqueria and Grill,599 O'Farrell St,San Francisco,CA,94102,NA,NA,,14155200530,81707_20180410,4/10/2018 0:00,92,Routine - Unscheduled,81707_20180410_103120,Moderate risk food holding temperature,Moderate Risk,"599 O'Farrell St, San Francisco, CA"
87200,Hot Dog Bills,599 Skyline Blvd #1 Lakeside,San Francisco,CA,94132,NA,NA,,14150874301,87200_20160420,4/20/2016 0:00,NA,New Ownership,,,,"599 Skyline Blvd #1 Lakeside, San Francisco, CA"
87202,Hot Dog Bills,599 Skyline Blvd #2 Driving Range,San Francisco,CA,94132,NA,NA,,14150874301,87202_20160420,4/20/2016 0:00,NA,New Ownership,,,,"599 Skyline Blvd #2 Driving Range, San Francisco, CA"
92119,Cup Cafe,6 Monterey Blvd.,San Francisco,CA,94131,NA,NA,,NA,92119_20170706,7/6/2017 0:00,NA,New Ownership,,,,"6 Monterey Blvd., San Francisco, CA"
86111,Local Tap,600 03rd St,San Francisco,CA,94107,NA,NA,,14155995654,86111_20160224,2/24/2016 0:00,92,Routine - Unscheduled,86111_20160224_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"600 03rd St, San Francisco, CA"
74131,Deena's Market and Smoke Shop,600 O'Farrell St,San Francisco,CA,94109,NA,NA,,NA,74131_20160909,9/9/2016 0:00,83,Routine - Unscheduled,74131_20160909_103120,Moderate risk food holding temperature,Moderate Risk,"600 O'Farrell St, San Francisco, CA"
83596,Whitechapel,600 Polk St,San Francisco,CA,94102,NA,NA,,NA,83596_20150730,7/30/2015 0:00,NA,New Construction,,,,"600 Polk St, San Francisco, CA"
85594,The Pearl,601 19th St,San Francisco,CA,94107,NA,NA,,14155267171,85594_20171013,10/13/2017 0:00,NA,Non-inspection site visit,,,,"601 19th St, San Francisco, CA"
87761,T & T Cafe,601 Broadway St,San Francisco,CA,94133,NA,NA,,NA,87761_20171214,12/14/2017 0:00,NA,Reinspection/Followup,,,,"601 Broadway St, San Francisco, CA"
91289,Lapats Thai Noodles Bar,601 Larkin St,San Francisco,CA,94109,NA,NA,,NA,91289_20170726,7/26/2017 0:00,NA,New Ownership,,,,"601 Larkin St, San Francisco, CA"
92333,Heidi's Fusion Food,601 Mission Bay,San Francisco,CA,94158,NA,NA,,NA,92333_20170728,7/28/2017 0:00,NA,New Construction,,,,"601 Mission Bay, San Francisco, CA"
92318,Zutuhil Azteca,601 Mission Bay Blvd,San Francisco,CA,94158,NA,NA,,14155718125,92318_20180124,1/24/2018 0:00,NA,Non-inspection site visit,,,,"601 Mission Bay Blvd, San Francisco, CA"
86256,Firetrail Pizza,601 Mission Bay St,San Francisco,CA,94103,NA,NA,,NA,86256_20160415,4/15/2016 0:00,NA,New Ownership,,,,"601 Mission Bay St, San Francisco, CA"
93131,Nucha,601 Mission Blvd,San Francisco,CA,94158,NA,NA,,14155931043,93131_20171020,10/20/2017 0:00,NA,New Ownership,,,,"601 Mission Blvd, San Francisco, CA"
86178,CVS/Pharmacy #10164,601 Mission St.,San Francisco,CA,94105,NA,NA,,14151761500,86178_20160107,1/7/2016 0:00,NA,New Construction,,,,"601 Mission St., San Francisco, CA"
78406,Joliba Cafe,601 South Van Ness Ave,San Francisco,CA,94110,NA,NA,,NA,78406_20150911,9/11/2015 0:00,89,Routine - Unscheduled,78406_20150911_103138,Improper storage use or identification of toxic substances,Low Risk,"601 South Van Ness Ave, San Francisco, CA"
91911,Max's Opera Cafe,601 Van Ness Ave.,San Francisco,CA,94102,NA,NA,,14155777300,91911_20170612,6/12/2017 0:00,80,Routine - Unscheduled,91911_20170612_103133,Foods not protected from contamination,Moderate Risk,"601 Van Ness Ave., San Francisco, CA"
94729,The Meatball Bar,602 Hayes St,San Francisco,CA,94102,NA,NA,,NA,94729_20180315,3/15/2018 0:00,100,Routine - Unscheduled,,,,"602 Hayes St, San Francisco, CA"
76513,Archive Bar & Kitchen,602 Mission St,San Francisco,CA,94105,NA,NA,,NA,76513_20170213,2/13/2017 0:00,81,Routine - Unscheduled,76513_20170213_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"602 Mission St, San Francisco, CA"
94552,Hotwok Express,605 Battery St,San Francisco,CA,94111,NA,NA,,NA,94552_20180201,2/1/2018 0:00,NA,New Ownership,,,,"605 Battery St, San Francisco, CA"
91253,Ohana Poke and Salad Bar,605 Kearny St,San Francisco,CA,94108,NA,NA,,NA,91253_20171031,10/31/2017 0:00,82,Routine - Unscheduled,91253_20171031_103118,Employee eating or smoking,Moderate Risk,"605 Kearny St, San Francisco, CA"
89396,Bambu Desserts & Drinks,"6050 Geary Blvd.,  Suite 101A",San Francisco,CA,94121,NA,NA,,NA,89396_20170823,8/23/2017 0:00,88,Routine - Unscheduled,89396_20170823_103132,Improper thawing methods,Moderate Risk,"6050 Geary Blvd.,  Suite 101A, San Francisco, CA"
81285,Atlas Tap Room,606 Mission St,San Francisco,CA,94105,NA,NA,,14155879278,81285_20170306,3/6/2017 0:00,100,Routine - Unscheduled,,,,"606 Mission St, San Francisco, CA"
84456,Zaytoon,607 Divisadero St,San Francisco,CA,94117,NA,NA,,14150871945,84456_20160520,5/20/2016 0:00,NA,New Construction,,,,"607 Divisadero St, San Francisco, CA"
78604,Tu Kim's Cafe,609 Ellis St,San Francisco,CA,94109,NA,NA,,NA,78604_20151001,10/1/2015 0:00,80,Routine - Unscheduled,78604_20151001_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"609 Ellis St, San Francisco, CA"
90428,McDonald's,609 Market St.,San Francisco,CA,94105,NA,NA,,NA,90428_20170217,2/17/2017 0:00,84,Routine - Unscheduled,90428_20170217_103131,Moderate risk vermin infestation,Moderate Risk,"609 Market St., San Francisco, CA"
84843,Cafe Reveille,610 Long Bridge,San Francisco,CA,,NA,NA,,14155908868,84843_20160122,1/22/2016 0:00,NA,New Construction,,,,"610 Long Bridge, San Francisco, CA"
71312,Joy's Place,611 Post St,San Francisco,CA,94109,NA,NA,,NA,71312_20160720,7/20/2016 0:00,92,Routine - Unscheduled,71312_20160720_103138,Improper storage use or identification of toxic substances,Low Risk,"611 Post St, San Francisco, CA"
94037,Merchant Roots,613 York St,San Francisco,CA,94110,NA,NA,,14158528451,94037_20180323,3/23/2018 0:00,NA,New Ownership,,,,"613 York St, San Francisco, CA"
80763,Rock Japanese Cuisine,614 Pine St,San Francisco,CA,94108,NA,NA,,14155602066,80763_20160913,9/13/2016 0:00,88,Routine - Unscheduled,80763_20160913_103142,Unclean nonfood contact surfaces,Low Risk,"614 Pine St, San Francisco, CA"
91013,Crown & Acre,615 Sacramento,San Francisco,CA,94111,NA,NA,,NA,91013_20170828,8/28/2017 0:00,72,Routine - Unscheduled,91013_20170828_103150,Improper or defective plumbing,Low Risk,"615 Sacramento, San Francisco, CA"
92540,Buckhorn Grill,619 Market St.,San Francisco,CA,94105,NA,NA,,NA,92540_20171218,12/18/2017 0:00,NA,New Construction,,,,"619 Market St., San Francisco, CA"
74436,Tenderloin Grocery & Liquor,62 Turk St,San Francisco,CA,94102,NA,NA,,NA,74436_20160824,8/24/2016 0:00,96,Routine - Unscheduled,74436_20160824_103156,Permit license or inspection report not posted,Low Risk,"62 Turk St, San Francisco, CA"
89393,Panuchos,620 Broadway St,San Francisco,CA,94133,NA,NA,,NA,89393_20170103,1/3/2017 0:00,NA,New Ownership,89393_20170103_103103,High risk food holding temperature,High Risk,"620 Broadway St, San Francisco, CA"
91502,Robin,620 Gough St,San Francisco,CA,94102,NA,NA,,NA,91502_20170706,7/6/2017 0:00,NA,New Construction,,,,"620 Gough St, San Francisco, CA"
81894,Tycoon Cafe & Restaurant,620 O'Farrell St,San Francisco,CA,94109,NA,NA,,NA,81894_20171218,12/18/2017 0:00,87,Routine - Unscheduled,81894_20171218_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"620 O'Farrell St, San Francisco, CA"
87649,Chief Sullivan's,622 Green St,San Francisco,CA,94133,NA,NA,,NA,87649_20160513,5/13/2016 0:00,NA,New Construction,,,,"622 Green St, San Francisco, CA"
91531,Hunan Home's Restaurant,622 Jackson St,San Francisco,CA,94133,NA,NA,,NA,91531_20171129,11/29/2017 0:00,86,Routine - Unscheduled,91531_20171129_103157,Food safety certificate or food handler card not available,Low Risk,"622 Jackson St, San Francisco, CA"
